project_id,project_type,region,project_phase,project_value_million,project_duration_planned_days,planned_labor_count,actual_labor_count,labor_utilization_pct,contractor_count,material_delivery_delay_days,supplier_performance_score,procurement_change_requests,critical_material_shortage_flag,planned_cost_million,actual_cost_million,cost_variance_pct,cash_flow_delay_days,task_completion_pct,schedule_variance_days,rework_hours,change_orders_count,safety_incidents,lost_time_injuries,regulatory_non_compliance_count,weather_disruption_days,extreme_weather_flag,penalty_cost_million,client_escalations,legacy_project_code,reporting_batch_id,regional_cluster_id,administrative_reference,project_delay_flag
100010,Residential,South,Finishing,140.14151947530863,278,179,162,48.41041860800049,11,5,44.746522960358234,1,0,140.14151947530863,154.44165339906368,10.20406655878637,5.0,15.741096590280822,16.929916674069474,74.60928376134494,4,1,0,0,4,1,47.20259866386989,0,644782,9810,22,156017,0
100011,Airport,North,Planning,268.9483832685029,347,741,777,80.80849603604764,10,1,32.55599538204185,4,1,268.9483832685029,318.11143783842,18.279736049141988,3.0,41.10762717179723,-35.31587082307663,234.3761782351324,3,0,0,0,4,1,39.23029694368859,1,630333,7978,12,273960,1
100012,Commercial,Central,Planning,430.14253491647247,614,585,507,95.74105905255264,2,4,55.99574590003576,3,1,430.14253491647247,480.09958799932735,11.61406952989568,7.0,70.99289699861511,20.293660056390422,64.95641689552104,5,0,1,1,4,1,30.98182633783021,0,917481,3697,32,508552,0
100013,Industrial,South,Commissioning,209.7864220488217,857,539,401,53.5452730624484,1,5,94.57137326117504,2,0,209.7864220488217,239.24046537778725,14.04001414453362,3.0,63.72154447099434,3.1845921402063637,121.50156776924086,3,3,0,0,1,0,25.766288418573897,3,915945,8128,27,506824,0
100014,Airport,East,Commissioning,179.3341898881494,634,871,926,91.92159075956334,8,1,96.06800604575648,0,0,179.3341898881494,172.61862824030365,-3.744719092346111,3.0,41.495014245708816,9.522770362535054,66.00791101626785,1,2,1,0,6,0,30.564924423868316,1,880628,1481,24,694040,0
100015,commercial,East,Planning,245.52057597823514,1404,225,251,50.95651091551824,21,3,,3,0,245.52057597823514,269.6977039597368,9.847291977534695,,56.344815665565726,-10.470696190345969,112.8577196231785,1,1,2,1,1,0,47.339844578260596,1,508832,3510,49,370832,0
100016,Industrial,South,Finishing,174.28396458895278,734,808,903,54.869861357772194,14,6,44.024133094732846,2,0,174.28396458895278,164.78201745747944,-5.451991612586738,3.0,13.498285131216969,-18.58805686568014,84.14382727147485,2,1,0,0,6,0,4.057676223067347,0,163027,4345,46,979127,0
100017,Hospital,East,Structural,203.22361908078815,146,979,873,52.62724696371718,4,4,80.35624929321548,2,0,203.22361908078815,229.25015385792568,12.806845432071121,3.0,9.318199066172184,28.71492577349309,42.54618079065361,4,1,0,0,4,0,14.101606243345671,1,428438,6705,13,257130,0
100018,Airport,West,Finishing,231.87850058218226,952,731,532,40.910457183470236,21,8,60.59429602740076,0,0,231.87850058218226,219.50335967872215,-5.336907420217731,,70.70439482377819,-31.11911841358722,73.16815516004392,5,2,1,0,1,0,9.653884297188743,0,698725,3384,39,278899,0
100019,Airport,North,Foundation,136.71898172902843,126,774,556,50.44319948147246,13,5,86.78772282177685,1,0,136.71898172902843,151.89244999220162,11.098289404500095,1.0,20.19224766033757,-24.537416720634468,142.84413349178325,3,0,0,0,4,0,46.91392134357938,0,603846,2190,14,718194,0
100020,Industrial,South,Finishing,333.93174324043963,1199,608,477,45.92802783208586,19,6,53.37177249338205,2,0,333.93174324043963,366.36996264135155,9.71402691045025,,36.24975419319151,-31.900570446544375,63.14790600346099,4,0,1,0,3,0,27.61022611828406,0,882344,8397,44,365682,0
100021,Commercial,West,Commissioning,124.74828424661375,830,813,888,94.65218877406399,9,5,81.86825500515958,0,0,124.74828424661375,119.55181251574255,-4.165565692749993,5.0,99.54999314532851,4.785649208088606,108.14429855013871,2,2,1,1,3,0,49.88212570025783,1,916441,5184,31,740604,0
100022,Airport,East,Foundation,117.26561076870384,1273,476,435,74.18952247937352,13,8,48.97017126528608,2,0,117.26561076870384,133.59356163323957,13.923903826110791,4.0,76.40533608323712,-48.22337040168332,157.87450296561406,2,3,1,0,8,0,9.219008952315988,1,223935,9205,21,857402,1
100023,Residential,West,Foundation,255.24922290991353,159,887,1023,97.85455818359722,20,4,45.230215455625185,2,0,255.24922290991353,286.3964834810288,12.202685757875248,4.0,60.743747495437376,7.76310677654587,18.177607989126628,3,1,0,0,2,0,25.148076158837434,1,128556,8561,44,423330,0
100024,Industrial,South,Commissioning,322.5309413730308,309,105,104,78.74547681053363,13,13,87.60378846177757,5,0,322.5309413730308,384.9348207075609,19.34818379559912,3.0,30.461812143802845,12.106948439457828,14.614382496146611,3,0,1,1,2,0,27.621236326127256,3,564787,5550,47,442793,0
100025,Industrial,West,Planning,252.33698884141495,1001,741,724,69.40632120568415,24,3,63.44529169413615,0,0,252.33698884141495,260.9781117464976,3.424437671527126,7.0,43.0786157768764,-32.59987883518758,47.35711974227297,4,1,2,0,3,0,39.145553630087306,0,224584,8073,10,240517,0
100026,Hospital,Central,Finishing,221.06347398465047,93,946,1110,52.60527492431027,7,7,37.52624375217719,1,0,221.06347398465047,279.2487903436743,26.320637828691616,2.0,9.982227126447684,20.279258881816315,75.49428600653881,2,0,1,2,4,0,10.369817404834558,0,598606,7725,39,412615,1
100027,Hospital,West,Foundation,202.29807245149476,1286,523,526,44.645901306986374,16,8,41.508535413419665,1,1,202.29807245149476,208.30171197333024,2.9677195877755955,7.0,63.1571168039633,-53.5308993769562,148.211569988015,2,2,3,0,1,0,43.4896242464378,3,591646,3960,45,597163,1
100028,Residential,Central,Commissioning,187.03133897067758,1378,318,267,60.50065375641,20,5,79.44594748440048,3,0,187.03133897067758,194.03718618230712,3.7458146052881163,2.0,27.06534449110031,-38.85568485725238,34.20370973175114,3,0,1,1,2,0,17.271124683107754,2,352105,3077,19,386873,0
100029,Infrastructure,South,Planning,367.15340178819474,1462,262,248,45.051815919369275,7,6,82.37261966722187,4,0,367.15340178819474,360.7640984312039,-1.740227198188057,5.0,2.6570413061632436,-12.82457564093897,110.41220257494344,0,1,1,0,2,0,34.229996485262255,2,822899,2314,45,334947,0
100030,Commercial,West,Foundation,270.1180891652108,572,286,215,92.7426501468072,13,3,37.10936301351512,2,0,270.1180891652108,229.50521203322916,-15.035230427363867,8.0,80.15321119555642,-3.019316593502909,89.10043095639374,3,1,0,1,5,0,13.119542236454102,1,678163,1422,48,959891,0
100031,Infrastructure,North,Structural,194.16221471672083,500,866,971,85.93279503612783,1,7,76.95773694030513,3,0,194.16221471672083,204.26730498022062,5.2044576635278625,5.0,89.42217607960058,-5.9470328334120754,92.12796497948273,3,1,0,1,4,0,3.4758420342254794,2,119847,7913,14,663247,0
100032,Industrial,Central,Finishing,167.5885570464008,1224,207,220,84.57140260677662,6,9,36.66802221288375,3,0,167.5885570464008,150.64504269675368,-10.110185712116328,3.0,51.03185473435262,-56.86862648479354,40.10055853809323,5,1,1,1,5,0,6.383943461519726,0,348990,1402,45,978210,0
100033,Residential,Central,Finishing,305.83390759261385,1379,262,274,90.013380684167,13,4,65.70728986136405,1,0,305.83390759261385,341.6431308391798,11.708715860984778,3.0,93.68347980790978,37.34692210649,18.570088369133956,1,1,1,0,4,0,6.711005582725605,1,900706,8500,21,422672,0
100034,Airport,South,Structural,363.34946956975386,329,680,674,71.90233218305895,15,5,41.753687558049535,3,0,363.34946956975386,371.0739617007722,2.1259125932301366,2.0,86.92119019024324,-3.239838679269301,91.6217684490667,3,2,0,0,4,0,38.57196345255531,2,434785,2668,35,162388,0
100035,Infrastructure,West,Planning,349.07017276341156,1049,690,627,65.43426236220357,16,6,32.39311462876553,0,0,349.07017276341156,296.595531515846,-15.032691230004112,3.0,29.038493190200874,24.137127818552013,96.31192931844184,2,0,0,1,4,0,49.88258675006369,3,831746,7352,13,673967,0
100036,Residential,South,Foundation,153.91891005711415,262,484,392,96.19664074452984,16,6,,0,0,153.91891005711415,153.68194171437867,-0.1539566143286457,5.0,2.5781276325248625,-6.055477918158474,31.993192990493103,4,0,0,0,2,0,41.16916799194723,1,318093,7273,9,860097,0
100037,Hospital,East,Foundation,201.5027738454403,619,535,479,97.08638813511088,20,7,75.18905351527016,3,0,201.5027738454403,210.32997280077626,4.380683594016808,3.0,44.428130455691594,33.62050358580045,227.75569043796736,6,2,0,1,6,0,23.89925238391063,0,974962,1301,28,948281,1
100038,Commercial,Central,Finishing,185.30908388817411,932,596,671,50.71551389917471,17,1,96.18819558892979,5,1,185.30908388817411,198.75655597798564,7.256779758258633,9.0,57.40370719105581,23.450832563556325,56.29278039203045,2,1,0,0,4,0,14.993831071139684,0,678037,5091,44,935944,1
100039,Industrial,North,Foundation,213.8488735564779,671,800,832,55.32540296151815,14,3,74.03782061080241,2,0,213.8488735564779,240.04469984239037,12.249691031921241,6.0,51.0412102786546,-15.476914382799622,9.933055056939724,2,3,1,0,2,0,9.494133166140978,1,739987,1672,10,591758,0
100040,Commercial,East,Structural,332.5593043631482,1387,330,400,71.12969128935052,20,9,91.20026153472222,0,0,332.5593043631482,370.80527893762064,11.500497527114307,3.0,52.488612862482206,20.92805697717376,33.84468175960252,2,5,2,0,4,0,38.442355887958065,0,840427,8385,25,984904,0
100041,Commercial,South,Foundation,412.6189655175055,1188,290,341,89.55330738365284,14,5,91.78441623065001,1,1,412.6189655175055,429.86183188279597,4.1788836205491755,1.0,36.147303289141504,-34.42683733652346,42.56970461559098,3,1,0,1,3,0,41.43397383387669,1,277731,3068,39,265416,0
100042,Commercial,Central,Foundation,274.6147085252629,923,316,296,85.25368501087952,13,2,74.23328396731779,2,0,274.6147085252629,283.3523311824702,3.1817751875455222,5.0,57.15094483194586,56.50920425243903,98.03362014737128,3,0,2,1,5,1,7.1532787468060075,1,174882,2025,18,860789,0
100043,Industrial,West,Commissioning,170.35860398006147,683,247,203,89.13070333411767,9,2,36.755078556082914,2,0,170.35860398006147,198.94017112573627,16.777295938055428,7.0,6.524155565644907,47.22923530841327,47.84810206287566,0,1,3,0,1,0,44.6339100893373,0,991851,4438,13,201424,1
100044,Commercial,West,Planning,229.48503117083936,872,720,512,97.77877394689119,1,4,69.37520471702094,3,0,229.48503117083936,278.14084134599017,21.20217163050131,4.0,38.44627759876701,15.658675891717582,110.15341163358654,7,1,1,0,6,0,45.39773455089697,3,502676,2832,44,934991,0
100045,Commercial,Central,Planning,446.4195850750026,1499,707,778,63.218058279648055,3,6,57.755960903016586,1,1,446.4195850750026,539.4988819249425,20.850182196711128,,91.2372626537275,-8.661558822158092,36.111415558685735,1,1,0,0,3,1,45.110576109920665,2,688233,8659,37,476046,1
100046,Airport,East,Commissioning,242.86234324397444,847,128,98,88.98953046793464,21,4,40.75377727151437,0,0,242.86234324397444,224.12767990830525,-7.714107953265003,2.0,81.5850034408505,-34.84497798261985,93.74717807889029,4,0,1,0,3,0,10.115118998717488,0,859930,8194,16,477508,0
100047,Commercial,North,Commissioning,202.50402166427324,1121,185,236,85.37663436993562,17,4,41.50903610445013,0,0,202.50402166427324,201.46413035563353,-0.5135163736963868,1.0,51.44802609220827,-23.92212848960368,142.67388729842233,4,0,0,0,7,0,3.4597967526209974,1,924923,2007,10,547295,0
100048,Residential,South,Foundation,210.40123278765628,744,214,239,94.26538576768408,3,5,74.79158558727369,5,0,210.40123278765628,226.16203574832485,7.490832041167216,0.0,95.10810199151642,11.990248360341518,13.804134176428015,4,2,0,0,3,0,38.55498749640043,2,100747,6120,39,267723,0
100049,Airport,East,Commissioning,274.0704301743186,1463,608,629,77.88089875946213,17,8,83.76083278521384,2,0,274.0704301743186,313.5659357564158,14.410713901888904,3.0,27.25103871625404,10.88871791079622,59.05770336263531,2,1,0,1,0,0,30.943820383093794,2,288521,4569,22,657637,0
100050,Residential,East,Commissioning,156.44737259233835,547,814,571,47.12202704889916,6,7,57.78419213725052,0,0,156.44737259233835,161.63378091045448,3.315113723022094,4.0,71.34588391263895,-28.155378388511913,49.12650642168149,3,1,0,0,1,0,0.7918891703558251,3,901662,9592,25,243300,0
100051,Airport,East,Finishing,183.22509189295943,1485,207,195,84.20927061651534,19,3,63.23715116354828,1,0,183.22509189295943,200.2208723492832,9.275902269025872,3.0,87.51026653656766,-40.883667154456525,162.5156241504699,1,0,0,0,1,0,42.676386811887824,1,777094,5403,39,125196,0
100052,Hospital,North,Planning,346.8316447919552,469,408,429,67.79248132938471,3,10,92.05562785264664,1,0,346.8316447919552,265.73988478367755,-23.380726997076646,3.0,9.98524843653048,-20.01550636144247,143.2875894357891,3,2,0,1,1,0,47.9609692674639,1,583396,4991,17,460335,0
100053,Airport,East,Structural,270.6742580229003,1005,550,626,86.82953263699675,19,5,68.00934665923,5,1,270.6742580229003,300.727523942451,11.103111961614038,4.0,4.134295038074232,-52.64439020972497,107.44481087903581,4,0,0,1,1,0,6.515168859404069,0,436311,9791,43,894954,0
100054,Industrial,East,Commissioning,243.97675885103394,692,723,718,72.72978341586217,24,4,41.388028346632396,0,0,243.97675885103394,212.52056672908503,-12.893110093800061,3.0,97.21841863041999,-5.858599241528501,118.78355730340222,4,1,0,0,2,0,1.1153640642781237,2,648340,6350,8,121983,0
100055,Residential,East,Foundation,354.37594188117436,1119,250,193,49.157995236346494,11,5,37.012929888994236,3,1,354.37594188117436,334.7542486782214,-5.536971019757402,5.0,98.4634992171262,-37.96903893693301,43.27792046049963,1,0,0,0,2,0,32.04242494056468,0,506880,2739,49,625168,1
100056,Airport,East,Finishing,165.4209464160987,366,424,413,55.7091326552233,14,6,30.40170460995112,1,1,165.4209464160987,175.94724997779832,6.363343814526253,2.0,92.81604067432919,-10.976967272019417,83.67597322253181,5,2,1,0,3,0,0.2906307541417352,2,208626,7896,27,215957,1
100057,Commercial,Central,Foundation,199.70099467475387,1117,125,91,79.17886208817484,3,6,40.87164307947282,0,1,199.70099467475387,204.5043597859765,2.4052785110287993,3.0,96.29169151389864,-4.803363572452929,69.97779072817526,2,2,0,1,2,0,31.4764228661857,2,410504,3529,3,924805,0
100058,Airport,South,Foundation,266.8016915788772,292,183,156,82.04874613570749,4,2,83.44492798427191,5,0,266.8016915788772,272.31822910882767,2.0676546304128616,,32.016377513950765,8.253575261982254,101.6689306375009,2,1,0,0,1,0,12.50145121249695,0,812663,2793,27,186904,0
100059,Hospital,West,Structural,262.68160743597053,366,582,679,98.52689449822006,13,6,81.39307416531122,1,0,262.68160743597053,311.15674468248034,18.453951808683744,4.0,90.050614308256,-11.205815279172185,22.518156725390952,3,0,0,0,2,0,20.190620277799287,1,455999,2129,17,777307,0
100060,Airport,West,Planning,111.41312611551322,1218,111,82,72.45150008443689,4,3,47.690899337161085,0,0,111.41312611551322,118.02025768711322,5.9302990607675,,97.43512830930807,-4.831343807642089,110.7874845806778,5,1,0,0,3,0,43.61823126922677,2,373723,9139,43,473681,0
100061,Airport,West,Finishing,190.78368261798474,1200,36,37,84.81973328639803,6,7,67.60881673648635,1,1,190.78368261798474,191.4973011328038,0.3740458853852697,3.0,93.28006156306384,57.67902642817128,106.59348471531933,4,0,0,1,3,0,39.791707392558955,1,979961,4052,37,805444,0
100062,Hospital,West,Commissioning,216.34244016533114,1338,810,875,83.54380068458612,15,3,38.56813566654935,2,0,216.34244016533114,246.65189409261265,14.009943635709535,7.0,35.52820740326341,-14.959157248834604,101.84241112412644,3,2,1,0,2,0,22.956399661292814,2,363257,2296,12,475641,0
100063,Infrastructure,East,Finishing,279.7533126272038,422,138,170,56.556641021207156,7,5,77.13341466415199,5,0,279.7533126272038,302.15814662547797,8.00878237611098,5.0,50.6819613366101,11.60825510000788,126.73290744642598,0,1,0,0,5,0,48.39162014121818,1,726476,7853,22,395451,0
100064,Airport,East,Structural,262.2721367172958,844,978,1155,82.23908240648973,17,8,93.75627225248691,3,0,262.2721367172958,233.6769708445868,-10.902860757767726,4.0,83.68163433994735,24.653128262613453,148.43632627414473,1,0,1,0,1,0,25.56943745863799,2,722777,6357,35,500374,1
100065,Industrial,North,Planning,225.38427161177276,479,226,245,40.922144621111215,18,5,30.44807121156048,1,0,225.38427161177276,250.99587629464457,11.363527942618873,3.0,28.292945896723676,4.254298448122388,53.40765600471853,1,1,1,0,1,0,11.2581220985848,2,916122,3641,33,309296,0
100066,Commercial,West,Commissioning,81.38792515365664,1220,979,770,75.93538452672657,12,4,51.49481809450202,0,0,81.38792515365664,93.20032694271575,14.513703066834347,,46.64205973795929,29.00178933443747,152.24489856856977,4,3,0,0,2,0,47.954667455043094,0,356748,2075,35,505200,0
100067,Industrial,Central,Planning,230.48120792024886,1306,357,346,98.47579495283418,24,10,47.86711568286378,1,0,230.48120792024886,278.93425004623714,21.022556486580896,3.0,80.52905568402329,-13.345891093908385,64.2719395353743,1,0,0,0,5,1,15.216626012378859,2,182433,8174,18,642055,0
100068,Airport,West,Foundation,239.89958815400462,1045,323,359,86.65300469625484,10,4,68.39624235258319,4,0,239.89958815400462,233.34933873729594,-2.7304129478136936,4.0,73.29401592662379,55.771509560944295,62.831965508625444,0,0,0,0,5,0,45.52715521060622,0,234761,7336,16,459612,0
100069,Industrial,South,Commissioning,613.3321316127392,317,264,319,79.31092250241416,7,6,98.19434137256759,0,1,613.3321316127392,576.1514706053431,-6.062076172274013,1.0,18.624387397912045,-9.208645575696272,65.55597073078327,4,2,0,0,4,0,44.26859542326068,0,545876,4890,9,199125,0
100070,Hospital,South,Structural,213.1665850522788,1340,748,804,67.09435873010278,14,3,51.35658108022457,3,1,213.1665850522788,199.13118570300585,-6.584239901310415,4.0,2.96219255549216,34.189718848743865,45.45723526772921,4,1,0,1,6,1,48.045122996698296,2,829969,8920,44,501717,1
100071,Residential,East,Structural,267.4431877201573,1470,570,408,81.72627730000937,20,3,36.78433204039062,0,0,267.4431877201573,283.5626451060139,6.0272454584722555,4.0,72.49247675766448,-4.215897625169751,57.65221678727055,4,2,1,0,5,0,38.98138850061805,1,685982,9300,2,208377,0
100072,Commercial,North,Finishing,379.81920300829273,510,491,547,65.95494107622642,3,4,99.1657630110302,0,0,379.81920300829273,455.4309667072851,19.90730408049999,4.0,35.06502873307931,64.67679926299135,33.59994985732996,4,2,0,0,0,0,46.03560202865265,2,380924,2153,24,640955,1
100073,Infrastructure,West,Foundation,324.33922355405593,671,597,448,83.85540553385312,7,5,45.22290834091329,1,1,324.33922355405593,352.4695405188635,8.673115960678505,,50.18652455780609,-20.99875473850228,16.19025133613188,2,2,0,1,4,0,16.087806677289084,1,583276,3948,15,326003,1
100074,Industrial,Central,Finishing,420.0160162672355,959,145,145,82.9364282152871,11,7,92.1032099153778,3,0,420.0160162672355,397.11569702224796,-5.4522490471928045,6.0,4.1120370031927145,15.56052885518166,47.01816516938425,1,0,0,0,4,0,39.2639467186752,2,827899,9146,44,380450,0
100075,Residential,Central,Planning,112.30760783082896,1124,557,404,61.94624761558106,19,5,,2,1,112.30760783082896,116.74944217759,3.9550609549549494,3.0,70.6614642707696,8.50561582699122,47.43959532685508,2,0,0,0,4,0,28.980611526871357,2,664703,7486,43,142086,1
100076,Hospital,South,Structural,141.86275311059933,1044,932,1107,44.864547112104624,12,5,,4,0,141.86275311059933,168.1966209998999,18.562918956443845,5.0,78.71327868465417,5.315441701669034,134.60997183270032,3,1,0,0,4,0,36.71520174527982,1,372503,3708,7,803264,0
100077,Industrial,East,Foundation,177.35539130614995,939,182,155,74.40763349145746,12,3,86.17076036019844,0,0,177.35539130614995,175.22635514836116,-1.200434980921255,4.0,34.35701235642613,9.459393213011188,157.5076252787627,2,0,2,0,1,0,46.90579129073707,2,181344,5407,23,617573,0
100078,Residential,North,Planning,102.72213264036729,915,768,589,96.59145534624405,22,3,66.04821900461641,0,0,102.72213264036729,135.99014250252486,32.38640885565498,,85.52434820665088,5.797890173078924,61.833164197487655,2,1,0,0,4,0,34.26139733647292,3,611612,2813,48,416128,0
100079,Commercial,North,Planning,240.81760533995111,1117,982,1147,54.359528844716166,13,3,42.39020178586476,2,0,240.81760533995111,260.7543906593423,8.278790618836744,6.0,83.80731604945714,-19.960482619944543,53.18257114920853,6,1,0,0,2,0,18.010108307567542,2,466744,4617,24,715462,1
100080,Airport,North,Finishing,147.44691048196492,735,347,285,47.58619285293969,18,6,85.84375907443179,1,0,147.44691048196492,138.40870205377166,-6.129805228641105,4.0,49.78647307956459,70.53127942283402,209.09591020707435,2,3,1,0,2,0,18.590153078511822,2,406985,6377,23,585437,1
100081,Residential,West,Planning,443.97551308045786,277,681,689,55.7757185187958,7,7,89.00464143554638,3,0,443.97551308045786,332.91910439904916,-25.014084202721083,5.0,15.464297999426913,-0.2737572386540441,69.83593116134779,4,3,0,0,3,0,11.461636343305637,2,840375,5582,2,563089,0
100082,Residential,Central,Commissioning,158.54515368887843,768,790,742,72.89240436721487,7,5,65.48847692648562,4,0,158.54515368887843,161.3300950611978,1.756560391485941,3.0,21.120155365462367,39.80019744246331,26.317428538981563,1,1,2,1,4,0,46.0675242925424,2,236809,3418,40,967911,0
100083,Airport,Central,Planning,200.2468042846635,1469,409,342,83.31261602584092,5,7,97.5163760183338,2,0,200.2468042846635,209.10992245860862,4.426097188220597,3.0,49.13935321681582,-20.5532992415911,105.91680943857229,4,0,1,0,0,0,3.4634879111447745,0,199593,8556,37,252028,0
100084,Industrial,East,Planning,332.6949400654393,898,454,382,96.41744049688273,19,8,98.49526823560196,1,0,332.6949400654393,327.56692303438155,-1.5413570852773173,,9.43394749734746,7.746278056426887,13.891390363356916,5,2,3,1,4,0,10.745156730535133,1,121506,2396,11,573030,0
100085,Commercial,North,Foundation,124.03666520770686,1169,468,410,43.514700697033945,15,4,,2,0,124.03666520770686,132.13434875423096,6.528459575210308,7.0,80.33282090568333,2.603920511869027,135.96100464571788,3,4,0,1,3,0,14.074360071482728,1,916837,5515,4,413190,1
100086,Residential,East,Foundation,99.2112495581231,688,654,635,44.19184680436532,24,5,43.24568685184972,1,0,99.2112495581231,108.45784548822554,9.320108325704837,6.0,9.469435537312542,-0.3639878115655296,48.38302970354176,0,0,0,1,1,0,11.054877189503836,3,689043,6504,3,667810,0
100087,Commercial,West,Finishing,253.84962594799669,501,470,389,51.41805481872269,8,5,65.88247674633658,4,0,253.84962594799669,267.9670237438187,5.561323064038731,3.0,88.3433073894872,-22.68348131958029,42.69893431348719,3,0,0,0,3,1,8.357890507631744,0,697513,3612,16,993261,0
100088,Commercial,West,Foundation,262.5445809688312,762,545,430,73.29273632978894,3,5,46.55146375886598,2,0,262.5445809688312,305.588315664174,16.39482884640184,6.0,61.56890243889849,11.3567000176429,67.48707772398977,2,0,0,0,2,0,27.659444343869637,2,236683,8279,8,546209,0
100089,Infrastructure,West,Structural,328.3769692683782,1266,612,558,52.91232866547416,11,5,78.20581594985579,0,0,328.3769692683782,377.18055357711467,14.862060642520255,3.0,17.88940906025559,25.05142166603883,66.0584949814681,2,1,0,0,1,0,22.259036206652087,2,383310,7228,7,490809,0
100090,Commercial,South,Structural,294.3717391925123,1073,884,1098,84.1599330688274,16,6,75.09310482613105,1,0,294.3717391925123,301.86937761552196,2.5469966796324703,2.0,83.76393317212768,-4.117281071012873,19.643640530785532,7,0,0,2,2,0,0.39386891206610875,1,698557,1374,33,513466,0
100091,Commercial,Central,Foundation,266.90379716059283,447,386,385,90.9221153170161,7,10,81.15554812761393,2,0,266.90379716059283,296.89912940522294,11.238256092168767,3.0,97.02825170515924,-14.37849283461935,41.26846541224655,4,1,0,0,4,0,13.501441624186016,1,845378,9164,9,745519,0
100092,Infrastructure,West,Planning,167.3199221996127,515,176,138,62.97331179383811,7,5,58.304718417110394,1,0,167.3199221996127,178.79125999641124,6.855930630372431,1.0,94.13896307918321,-43.61542627700985,72.21392204608799,1,1,0,0,4,0,19.357970205794107,2,377307,2091,19,730273,0
100093,Residential,South,Foundation,259.32936912210783,1488,911,677,73.26300629007537,18,3,49.20941708085222,1,0,259.32936912210783,276.91318080088087,6.780493755218885,3.0,17.758751950409156,17.64244742081834,60.098117860581745,4,2,0,0,4,0,19.70270203566111,2,329836,2849,6,142230,0
100094,Commercial,South,Foundation,266.4418818304594,1028,79,87,48.72543079323817,2,3,50.9682259326073,1,1,266.4418818304594,285.0270822422707,6.975329960939591,3.0,51.31601031966413,-15.532949702202798,43.51160951298725,0,2,0,0,5,0,10.18304592604462,0,258101,6752,28,908220,0
