cement,water,aggregate,age,strength
431.495003660772,256.105103048772,1039.61783486015,9,24.4576612226856
242.701330677436,154.961207109627,1049.45951131611,109,23.7888159660268
212.373803874952,264.522863702736,1059.40192804748,137,12.980859736224
317.078433263299,184.747650729753,906.960811143017,154,17.2605305572673
156.369689989905,233.509979858294,806.04427368579,209,18.3725322110719
420.878792301616,119.107062766934,1186.00614778179,272,40.4863484801225
129.820257471908,224.771864935315,900.357218276441,143,5.4750160998268
494.754774640207,190.353535747446,1070.41051522102,99,52.1689265763288
408.897907718663,217.321692635095,1082.65194795148,308,41.8009847442526
179.486272613669,133.602841548973,1044.00296683179,69,15.8641725630791
102.208846849441,247.374748988836,925.162957685459,247,4.46821693963355
426.184571381934,272.559415508646,908.438501505626,261,36.2144118436154
382.742937539047,143.347960018155,1039.06731308108,276,32.6620600944369
391.602867216395,119.142911104032,1146.43825344468,79,35.4271056541589
408.508138674378,104.727717209267,1178.69349156936,146,39.946030477348
129.617860693636,228.394300088653,842.362321761503,111,2.0181580930389
243.386291417709,221.418807217756,861.931445039088,258,11.0205912323053
146.347623810052,209.339482542814,1177.89450351323,93,3.76713624732115
445.241370350237,146.389419223195,1094.61409133392,13,32.3950030343344
349.319250731023,178.181199181103,1153.19752993191,260,28.9447279684083
232.35920994106,218.895267037235,881.053053654137,109,4.47887188221167
125.423340114409,199.353371771834,1035.03434844376,330,7.57985797538699
224.392928686265,297.557104042977,1080.45583776699,189,1.29506518863679
230.073328810699,127.287950511347,1072.04475417879,95,15.5755700555375
391.842471335226,239.028910809519,963.260676346679,105,30.8033069654509
355.022988542085,180.863753620858,806.157956676523,8,30.4948447307283
454.885097030531,185.639922985123,1033.17042272171,67,40.2383095982144
288.88597006478,243.519553131635,901.240615671843,191,20.2212889222656
147.837698375321,238.487230264874,980.101698457156,256,-0.176958251949085
385.297914889198,298.251198740438,1183.03240603353,9,28.6102733262317
404.314019446759,125.678857890825,959.614127056974,117,29.8354522276091
324.510879027799,120.821929876833,1135.92064266577,267,34.5528705112098
408.386871981824,244.867763425748,875.416242299701,99,32.7238228143036
297.518238545756,215.677383401282,1068.98419921001,298,28.7424622582092
309.093131752798,154.832133311961,1190.80278177558,164,24.9320489297632
271.01640734342,115.883873797797,840.757240349175,141,18.623626508397
110.167650697638,117.131649919286,803.327976890877,268,1.37691995300325
143.156570797322,278.838174932824,973.433117053046,37,-5.16414833977364
112.571674274694,138.373464943749,837.050193220547,74,-3.10537956275312
354.564164505512,164.674312423104,1099.35373987049,73,32.6627154140788
225.742392430531,145.331280445398,1165.81946553942,308,23.7247599859452
303.428276465881,170.999261166387,973.608389083504,199,26.551364214553
463.026589570437,113.884768549219,903.484656862176,130,41.7432159692164
199.71689165955,203.811958181654,973.761327602644,246,22.5458884391849
264.153169214252,113.522512718443,1089.37912714,312,23.368448870683
402.220455417219,260.071301564472,803.621664632148,60,28.9230645042178
191.519266196649,146.742416382087,1035.78159579388,279,14.365548233915
130.791963931517,208.002382920902,1045.31667395495,103,2.01753691478937
215.900581165507,276.015817512292,1055.07529875837,296,13.9041396900916
164.488514901602,230.175473809439,896.808831992351,320,4.97259435366562
471.879060937029,206.591557310267,1085.62108935125,341,36.7654390956164
423.248151825767,164.866750623075,836.556594532711,151,38.9988245784697
353.361502604169,166.60038261164,879.70813458672,157,26.0880892970233
448.584236075087,233.897391039638,1150.98801866179,206,35.8909641959027
421.468830759646,298.827872244234,1095.48926029063,179,27.2888488649353
174.628023554414,232.367837969876,805.498221604538,197,7.75665396581441
457.023599395991,211.556683474005,899.35050414792,223,33.9880801735657
315.73689676626,246.130102047849,885.762593197266,89,16.9542408104881
422.976062065625,193.041122456744,908.322531214789,287,31.4168894746739
458.436519969397,112.028468520157,899.023908111955,276,47.2188791202391
227.201389988746,212.459363175582,825.010518297138,236,15.3165950113521
144.020769811071,291.525056901076,983.576206638728,183,6.24857825502159
191.174065016777,135.060588471532,1093.09338991447,209,19.5813099008209
270.843115450503,238.000978164133,1042.69268988697,130,14.1846910011652
427.205906368997,140.186737731811,1069.14866743923,153,41.649178672252
444.292233302537,207.165536894616,832.459671414496,13,34.1303428758558
102.780852212476,119.335289929344,1180.59628407071,122,4.73795319738417
304.298921031026,190.074187251637,1135.39673353721,359,30.7780182238247
266.964401259512,251.232665779049,1122.03612739827,220,19.1036491510759
188.843124188292,169.514304847796,1129.19352201671,106,9.70647590112075
147.946146933473,232.982344897444,1173.0842032531,70,6.28946402610838
235.046068561451,259.089992157946,1017.70158644548,195,6.17154398739988
477.163881565008,285.435563895891,880.11280714705,186,36.5411748674043
229.281172808302,146.928416371091,1046.71344314102,99,9.07373870798476
307.516248697346,179.863183161862,1097.15259746718,82,17.6564675823007
381.207583558071,130.483202666083,1095.16695734161,75,35.2697967138485
245.451840951718,298.496700431675,1008.57960966675,340,-0.330880913546041
488.712833088384,285.400193584859,827.383487733431,192,45.5338329249693
484.978917976845,207.991426056112,948.445175372051,325,45.5207840984019
200.712918330146,268.406658875284,1168.30664338534,214,-0.401706723198336
298.899402356954,204.191595454408,1033.77956390297,315,34.8228534964411
220.351323926708,224.717137600552,1015.33277730229,318,27.3497949750733
213.936197750987,117.824886423203,907.541405752877,144,16.0399171589899
114.754778941813,251.054084099362,947.379567966632,216,-3.54967163428799
343.825733591959,125.542696727047,1158.13843566127,361,40.1469563938578
301.071609291545,265.213526050506,1066.58521901073,324,18.3675339394279
120.591500499996,256.405617534077,1114.95481070093,15,0.194066712359983
211.458585694645,241.748939548595,981.738169227062,217,17.3148602616485
463.306354386662,107.232076104952,1052.09888778246,35,40.5514743144525
195.824756266789,160.625671189066,899.353443497283,183,12.1759208156423
157.957948836489,152.622513982169,1082.18433211339,270,4.5026942985144
295.781104111025,172.027281494304,971.040533481335,358,21.4040308576973
494.26018164424,117.528549352768,977.018205925898,100,43.2457414655053
196.8221086046,287.391564606213,1059.72892983075,7,-0.810183315023948
368.854218962351,210.760448142475,1174.51224858757,30,20.9077203980645
404.647846131487,161.104862131605,825.602538643448,305,35.6275480897884
195.05501759696,179.396303414857,1129.8972949388,144,2.72716586059335
391.286539444744,189.440508100967,916.953244164877,111,26.3708134613194
247.113253087701,220.118866672123,977.567781802551,232,25.7483519431491
352.922332237432,203.1358855393,808.765331510004,179,25.1980957110778
353.411884304358,283.878394642883,920.418431133725,72,19.5136516572724
314.309873629903,199.392696581166,1001.05249705205,210,21.8116233613578
136.115908021763,298.431602964663,822.470430938976,220,-0.780751253328458
434.120998235695,270.284991549019,996.438291753266,80,33.5721945953105
228.312025988694,141.702102871467,1170.84425154337,83,19.1004282211851
174.607404159942,286.119042928783,842.157287243122,42,1.62099620423241
116.310056621906,123.273279577095,1105.7762912302,273,7.12815456764609
336.357177275297,263.489941698238,963.868421350397,191,28.9350862325681
371.025744736913,176.124658695316,1062.06948580974,173,22.4748177665742
106.635131571142,275.594864089014,904.094639194092,7,-3.33414013008005
304.837223319712,273.61133802149,863.796905016543,155,19.0293881326529
190.598310079175,261.185080023524,864.185045708491,10,2.21716270624573
358.06911616378,258.006087261412,828.196778257258,34,22.6709242358509
169.746571601997,160.935827819608,874.258681960497,36,4.72948346520983
376.375095240986,116.18385661025,1065.68775399559,6,35.0741620470936
254.694138520215,180.596035753032,1152.6762447374,215,11.898578786848
474.691995494694,134.704902997302,1125.65027423646,134,47.3856227117046
155.008377658397,238.990217780492,1074.05372394979,285,6.03480109136733
236.426540420103,169.219945307557,844.172745364441,126,14.2014874794639
145.389408496236,295.122040171983,915.67497851838,337,-1.87064665724695
469.877447311425,228.194415469066,923.922750128988,174,42.4713129376265
450.935741352392,264.496112726872,899.982778559049,152,30.1294578287258
203.176651086062,126.50493454837,1006.00226388389,331,11.4661755837153
363.993618413672,272.402896454525,1014.22152595187,26,28.2965336136815
426.888880080486,284.551438102679,942.754390068444,115,25.0897870354414
322.080324639785,197.412383763787,941.515663494574,284,24.7050017050667
311.860231342403,221.250587550196,1131.42223916243,75,24.9675126354168
196.740916360181,252.961960180599,1115.71713932787,166,9.47578164089289
137.24110712236,134.967725452083,923.118332672298,189,17.5199821689817
458.886303181331,200.513215292688,1165.5153775493,78,32.4682177120603
460.167222865332,179.732605554463,1181.126006801,90,36.8775353258114
353.240582909307,129.27479843245,930.697016812016,176,29.9544276679698
235.61191641948,173.506884458306,941.769979517222,21,18.2020221819027
239.683829845064,113.634461877099,1002.25366136878,54,25.269775529842
390.382271548096,105.162381389897,1176.44832501347,184,35.9881906334582
458.844103981031,127.033257830965,1150.52777325692,359,42.4344283547534
454.834569706047,292.623022317835,841.027185033436,222,25.6573465155636
411.95021834305,209.905907179003,957.092297308567,315,34.4116324243383
356.812658461715,293.164432230644,1021.34847589991,328,21.051544184657
133.65598599802,186.499575666026,1001.25298902062,179,8.92280136949448
164.651485637846,162.363226617052,877.545227174757,276,9.05856628684181
459.421675410832,201.228372568049,1143.52670846726,112,35.7975586408304
342.571623863836,187.902337726582,1070.77631319874,224,19.8007054271367
103.678820646652,121.132936852349,1135.16334994072,214,-2.60602519676495
140.588617146413,228.165262938041,1143.50571173979,59,12.5455337686573
365.400707643222,143.20763650192,1099.3423414663,327,33.2981084870526
102.024633538487,223.917590979566,975.684240499887,109,2.11826119302349
164.323220566999,230.040218479631,1044.21870200617,157,1.93883631680465
319.493515746634,130.40497062573,864.146162447897,191,31.71672107927
376.758079077077,112.269925422134,1069.45816698996,200,37.5380111161228
360.78450380104,256.152317213688,871.701302295712,312,22.3786985473056
189.707723784224,191.960084753864,1077.57983620406,196,6.03524096150226
384.871688539014,111.632759101095,891.839264301588,35,29.5928924797103
194.89963499872,298.973263433953,847.020520060088,246,6.85988708463877
230.159879263707,111.556112199273,866.113796057183,237,20.6437173321082
398.59656204721,239.007045771711,800.796854087628,104,29.1412739573287
359.853159618886,296.735785052683,1087.49584714141,7,27.7121772524555
439.689364197671,147.836020843185,1092.96041962335,283,35.8323511271276
363.045156920137,128.449873737439,1005.9733399653,1,24.4587120499972
327.323441334189,124.276987884486,864.545120422153,219,28.7089898484537
137.469907131237,160.655029513519,833.421735004276,230,-0.451184841706986
247.086321223773,120.209162202129,807.651586574915,172,23.896861504824
206.08094707269,238.432268338826,866.299270786088,87,10.0462976127083
197.595857351633,112.458359626013,1156.34221399326,41,12.856477549313
489.204221900978,201.884425629958,896.614736680673,123,38.0884365423542
257.239089866704,299.339370770595,941.708530886886,331,18.6169193587468
456.818622070845,262.794053901204,842.138193792533,298,39.912899188717
352.455450398905,223.043887646202,888.944521899268,178,24.6414913655136
417.924521416659,161.250724157322,1007.68982831208,63,37.3187600515892
301.054837242077,224.779167258328,1043.10107323826,165,24.833377670493
330.761553850544,205.40829278233,898.140925666485,187,26.3533718740614
297.007077527546,185.216676778074,823.092863690047,209,21.5025488157072
178.097195119218,126.14207534804,956.413147650959,227,15.6784542819728
388.980846104602,277.320843048093,893.681348370534,48,20.3166092434087
212.308944976342,189.956929764265,887.821569291921,224,14.3285758558906
109.726386572582,138.924502364153,1183.94512108538,3,2.89078226091922
358.188918362867,173.551870175458,1046.52019437029,175,26.9419702085465
170.84427176282,182.825950505785,1022.75137726884,99,0.300524591675538
476.183433741166,265.507579113375,966.310041409329,116,30.3649756613857
481.571430801035,246.72287611228,971.577733372058,270,36.0915251538626
465.945756088179,253.860978728268,1016.36200153523,253,40.9067225755983
248.063480102178,102.206252885729,1078.57192281444,317,24.2951528179512
106.182646611547,183.230799635952,1080.85843847273,95,7.10509591949659
471.32742503509,196.268830327065,868.67756308218,273,46.2638678991564
271.273659326926,103.838455364611,1000.04510083065,24,23.8219888907095
486.661927617468,151.962641749007,964.783238013641,116,42.9295277276979
485.447990835701,252.057964624427,1148.21078650775,151,32.5869308689227
441.203782186944,127.4219411458,1052.56756848735,338,51.062637484271
217.779556827834,207.062026290518,1013.00162656639,50,4.83563400970656
254.03909144077,143.040374403448,846.157856871567,206,20.9055608649471
440.454668606743,102.424154928779,1042.25515572936,335,46.4382541319623
226.768802062511,148.240291519908,846.881562272093,79,20.2885535179124
167.797098674437,295.174750982011,934.882630226301,70,-3.05447313385346
322.72050498334,260.307422376598,857.136785925733,27,17.4271643651662
474.461909664312,291.915328864207,1076.82945880975,271,31.5656506626326
378.411918669989,197.570808785273,882.500845534461,50,18.5604802799052
328.024468035746,121.947239735501,956.74374927521,292,30.2767185255244
138.870597508307,209.591897794739,1158.26991104751,247,2.28938787989393
346.002890679668,190.875466911992,881.726553359588,264,35.2239271459239
496.021540041705,268.871416547923,1003.12202558351,79,40.0244553677177
156.03360609461,119.616516156849,967.708664466409,190,11.729544552689
307.331860945495,197.648227404356,807.249616418292,47,18.9572770624773
450.949228771182,130.009732938797,1117.10324542913,361,42.7800165791068
396.307447101682,164.935185378012,827.61836252584,354,33.6446163616887
378.806296398107,247.47141547756,989.702008390781,352,29.3747544103983
380.993633594844,195.203625873753,1024.27131797558,189,39.7373609199566
243.796460487902,175.177657029154,1051.37058264584,256,12.8569824205941
217.436737705797,178.895255714007,1075.45265172315,222,14.175701641638
423.744462191405,191.889353681197,901.308953409086,241,38.7219205365918
424.045357871672,257.003308767411,803.99151066338,269,30.2436661398675
446.828927432042,278.416937788047,1089.37746494196,1,38.6747550568437
465.296221022589,291.066937300786,1014.26263973903,34,35.7085710022788
304.536959544375,257.380677251059,1134.4470812829,79,14.7802100160364
300.60651787488,163.081379149603,1128.55534516028,236,25.2869263413828
419.31807158671,237.626941217308,1137.33046711515,334,29.8674164268666
359.985572311106,187.520624811078,994.037863991816,349,26.1292344187862
380.786750903081,150.93412440921,933.451358334746,98,30.8109789712997
418.31706777444,268.174315885185,1116.62328103655,82,35.5617967926937
456.002136727027,107.685269792465,980.517645211702,192,45.863175382003
235.198062740614,280.352398427085,873.376878561374,253,11.9192983202209
250.233181055978,192.295492924947,1141.98960782459,38,19.6944744333624
137.592775936348,227.440295361656,1153.02395070894,14,3.8703563776311
331.31205639847,231.870784441157,986.523902456068,347,19.1582012896627
114.376909518697,279.023548141307,830.279890923915,310,-0.139174551137234
286.239207252984,227.333936433441,955.130435966772,209,18.981425923719
317.057853883031,222.786716952012,1121.41506378504,357,27.9449012253323
214.616500851314,113.330408112138,1160.70961141849,89,13.852777176514
336.333304227604,203.681604389041,881.389096999038,56,19.4459273250045
112.20009997562,130.033800163408,826.789444810109,94,5.43058520545753
114.939275499686,247.486753744297,1150.94018125314,93,-3.17753265721904
429.040224263863,202.444384162535,955.76197559155,340,34.5642571203414
244.076256564505,236.045555841671,1016.70438570703,85,13.0509499999114
150.824205060754,108.334580120477,1187.2263248203,245,10.2004706814293
308.897304021922,116.958403209161,826.625891165689,22,30.0777239559982
407.997421239444,243.264677612536,1059.32720298084,291,38.6179837733397
186.328410998737,114.416867199735,829.642169029947,272,19.9465514546781
349.1561903276,114.251345553052,950.1875713866,306,23.4070659293331
134.138985997507,102.421695046977,1121.52581807738,122,6.30294553589268
120.672688467443,291.300279659896,973.388893102254,128,-2.11100573141147
312.541852627259,247.501671891801,1198.87294156118,113,10.7777353713855
316.254048644043,170.650281700413,1023.62371397864,273,21.4434321936372
354.971960599283,159.307116257531,928.464861054381,336,29.934690400889
390.436533489065,169.94064594917,888.044530361901,130,29.6017506458027
490.340831785014,254.930706236236,940.208213714465,132,37.6507987532342
306.520139320478,232.274122214083,949.01330950382,85,12.9841660149589
229.182589176498,137.039113573494,827.485471089584,350,17.264891485391
418.074477907482,134.821867066817,947.829679770709,81,36.6359031910402
208.33290050483,119.679129942679,985.69540789569,325,18.1503409104734
275.588568282254,232.060543940268,1089.09510089552,69,18.8802975194515
131.382552536906,252.874532444347,1062.69179388864,148,3.91740044146095
110.140297366183,153.009285665001,1083.50626209166,16,1.48803060959744
485.05936587117,104.188992206183,803.345472750743,307,46.9670813921835
434.392048204882,116.434333495285,887.066959832215,105,34.6675226722488
378.389682437479,293.572006969006,1064.67371535994,165,23.4592263001612
263.581177765708,159.088955495484,993.595747271899,201,15.1355826420481
169.317728028338,253.844629567627,802.125390267338,197,11.5366634858338
162.574817068434,224.932713770853,1121.79785697273,185,5.49337451564714
200.097159265838,176.387927930579,1109.12382931614,322,19.7300367611952
319.690665882448,141.137452439111,1019.36766519743,265,29.1196743097315
385.838369080025,124.277283631881,826.585330310509,363,31.5716614181273
364.078950687093,223.002593607773,1106.60601981303,100,27.5132983833282
211.973558778377,254.926756127558,1033.48543509255,342,15.9196093968991
481.946112265278,228.780850708226,1112.78399086318,320,39.5676647331039
395.158766678307,206.060426649832,1100.69879695834,214,31.7230020970454
321.74162100456,108.390244686327,1121.20082878314,278,26.7773633243643
344.688298493741,293.697755518877,1007.20322656185,162,21.524458205817
267.840024971116,259.742838330915,856.129807277406,157,16.5563515245766
199.092395800463,158.564407340193,1068.46298935188,251,11.5969401424441
242.389071460505,295.99406587177,1048.18951402079,97,5.01272416906369
403.138444185748,220.376317927264,1096.90127487964,18,35.9148810201275
105.757395451902,216.484531641449,867.952402420294,327,6.04211549304148
146.429056202767,249.614635885906,877.990079960116,97,0.393883299124408
118.401056808701,262.353957618028,1156.16380688773,1,-0.169305914240989
116.291520927588,231.295721466301,1099.99111938083,216,-5.16852731892117
442.184233604403,125.61914927324,1163.29139548013,132,29.3721110272265
381.463143752009,167.6535011989,1103.48612846557,260,37.784304752645
289.66953163493,285.61672806521,1038.86212239612,125,17.0838724615402
139.133664260401,144.92312236877,1061.65309481115,82,7.24869796017846
296.646350046733,174.433404767503,1155.651169576,283,24.9362507903629
289.388708312226,186.415376588839,1031.52270180478,171,37.4587602963792
169.280747964006,187.88099793889,1052.95652973136,59,12.4695013306827
273.540659695189,222.587916498905,862.59068640144,32,11.3174688126996
259.401893758949,288.615167548942,989.568488046441,161,4.71754903884624
346.340039220887,148.138542366501,1086.55884478324,284,35.3397556205607
354.037460347058,124.300275260184,908.377079326546,106,34.5292115428466
118.121603908818,139.494097971987,880.901672209814,105,8.76275933003461
249.845045850589,277.384980041854,925.530723289766,228,9.33086042846919
350.343966285695,229.162162531041,896.600251197133,188,27.2727154514373
301.254503432035,157.181357847832,885.965054814558,70,19.3496566070946
442.595936475329,263.189387793723,969.940337147235,318,37.5940336879515
363.477452647578,272.273999272687,1163.13540555341,290,30.5473298374851
165.173770832572,269.302867738056,1002.82385869549,87,1.20486990220673
128.227498960172,283.785306727911,875.168152326129,362,7.91253536569877
356.967711282526,150.448204034672,830.78866775235,56,29.3086229243326
110.604524216649,251.008385749256,1078.46245805517,113,2.09939919641202
334.310232509385,192.107899454828,953.119505774555,13,17.4074614597431
476.092096569983,268.399710578012,1128.73237863414,18,35.5302966578722
330.189671150352,245.698135432323,1063.80430745631,182,19.1761384063457
255.267970482609,255.289489299945,1118.49658021655,113,16.2654898533345
357.315287376941,231.232367536214,908.77841576738,229,33.7957237091397
283.301156196607,135.485753893941,1076.94356898442,171,24.7134289715454
318.246715726374,209.005383779388,905.624793877488,295,19.8201278515021
476.58592351061,296.933947904902,1175.62739178012,189,37.8342254147039
254.44105512031,287.477613299424,1054.54971261335,79,13.8691685759984
484.476225529566,108.634747159402,929.804720070137,146,54.768893926988
462.140256782425,132.962963145887,907.804744916909,182,42.6557173254529
178.316453915719,126.345754690912,876.370634028657,286,11.4469827009059
127.744520350066,245.195981997059,1077.85638355749,250,6.86785906338555
140.311200550971,263.557065971389,887.486245199171,354,3.75487639499965
107.28873026062,142.702273262134,1038.121306371,314,7.13501431151414
137.777184302371,201.170538590366,905.854010770143,196,1.03681134884109
373.202709366543,268.14060560224,1064.78757791755,323,26.5310665925252
128.475459384092,246.56030895325,1125.97589141622,71,1.38355397819884
227.590252117505,208.44744109837,1111.21009725786,248,14.1749097781476
437.950124387782,218.069538091755,1104.34053237231,146,31.3970987220364
109.30877429433,201.672109383256,875.088962276901,106,3.34841761199671
425.787393035574,159.509690263764,835.353978793808,263,32.6158927061601
212.74190990936,213.004398571803,1079.57953139495,296,7.78899805972586
147.265931048663,237.777060410018,947.338885517741,70,7.08542093799755
378.69486614566,274.664583172162,972.938490561339,193,29.1550083463944
351.577138711954,227.25827079585,812.459637117357,68,17.9367779280011
450.988805410821,252.224307408632,903.83057971002,305,26.3898899384882
394.028417521554,132.014326990915,813.470561549786,52,28.2784151756269
421.392372153939,192.311494883958,1151.6743090405,363,35.5121674988301
212.813829028523,101.866323965419,897.358673287412,285,24.8098145784089
170.975817511889,149.335772904325,1022.9348678292,334,12.2070702669101
400.245900656343,245.292343022601,815.591728264452,9,24.0031676708641
422.733895706906,298.361990269873,1066.73895652226,251,30.6082212026122
496.202056800269,119.835619917443,929.210938301638,332,46.3783441079069
265.047070764571,180.298863172258,1159.16767478307,298,13.5647273805792
248.807234317113,260.014193739832,1155.24727557361,184,6.84469932012618
410.565184296799,140.80712692578,930.116247344699,179,29.0651745728144
236.321416101207,211.016989860457,1160.38435827619,198,27.4605497916375
472.302930241426,246.614259205935,1198.46306939951,128,40.4794872652139
443.365100737205,223.197090052036,1130.16626564958,20,30.4080752784419
271.597610950007,137.604946923083,1137.94853910209,328,29.1008478629912
400.348427116599,171.076913737148,899.603494443636,65,29.2907155864952
401.817149633873,256.758356897079,1030.6809595431,182,34.539699103402
141.249547534373,210.845302826403,826.902365586947,241,6.39422189746441
461.021162671827,101.045922708583,837.967174728668,24,37.9955638827671
302.100948979143,252.198152005619,1199.55704481332,83,21.8292890267782
430.582986443097,107.062270988048,930.655699770364,319,41.5827829585257
228.019840412245,249.146756546246,1099.27356481954,185,14.1859850748088
458.20929139848,140.496112033048,1122.66602121073,316,43.0336586541162
255.680671493665,291.614696023876,1143.20930840289,99,13.0024062125274
104.335060592119,173.588150260417,1199.05131896086,62,6.37686798662481
462.152790567705,165.386323267616,896.598594102747,286,53.7249971374781
136.514670714453,129.777610066489,816.14033074388,22,13.6265460708687
227.725455036166,161.120843098043,964.476607197834,212,17.9347291501297
480.024786820322,275.33015236564,852.032267931579,126,33.9429364892523
480.242858775022,299.266867525449,808.970355664822,42,32.4772679112198
329.375155249314,173.66190610137,944.170730856594,98,18.9537737468107
352.73488486792,189.722126190909,1113.49530043009,31,29.4200998900126
279.378208791328,244.414187640547,1026.47227649003,158,12.2224980388137
217.284308679226,277.239156093015,925.111195684142,112,7.12420150302552
231.465818147966,218.608866837357,1061.73680219709,247,18.0378819874388
369.007382430815,178.305139635566,892.807272123524,122,28.0188547423206
400.949811775072,182.524368169725,805.752578428834,273,31.2373228163747
416.631617490339,239.123629299361,1105.74135457457,294,26.6595768535377
415.847257117822,100.643652720856,1049.4972339456,207,44.6491767372634
136.482441219476,223.917867491968,1104.92104980038,110,-0.613758579915189
297.768121881033,171.098602088272,815.575206675066,278,21.0725029489499
123.023504006658,258.839466255417,1134.84785113226,56,-9.03827001127437
319.811552929494,118.598127964626,1047.81048001452,57,26.5219436556786
276.612200549351,217.640453389678,1025.35814028506,291,18.0227229536434
455.08167310332,196.194577977225,1049.84561924581,114,37.7477279963128
240.366005020831,228.465105181046,1145.77329874735,308,9.820186858243
146.826806571042,112.970718896594,1034.77460262356,341,16.1150486799502
157.196672821134,215.996757485626,1032.38015195527,198,-2.29622335639846
404.604252686989,212.296917591905,1196.27166282631,321,32.5946918891916
347.287225326504,212.132018883234,1102.69206682743,179,26.4895630041867
140.449070449116,220.697533319291,976.917522180454,219,5.48890041247749
133.642722445999,235.293587445272,1082.95880001317,277,5.15836722813761
380.387652583648,260.997799936154,955.692188676715,16,29.0922336828614
129.105202545677,153.964144025643,891.5501849934,61,12.4458065781509
428.744023716142,265.009882036012,1038.7407507551,54,29.3858686282489
382.496890862599,199.651136452691,1171.27283924558,168,25.1079190879272
132.53951225676,115.411655826866,1171.65580800619,26,10.5469548457965
133.935085634077,111.710185848796,936.762111242196,336,9.76680234724693
494.65583140047,166.847663739212,1011.07098648868,65,48.0962985111973
249.708318302448,256.979395422294,884.654359427944,100,10.1120289872695
